Source,Property,Property Value,Material,Operating Condition 1,Operating Condition 1 Value
10.1016/0926-860X(94)85109-3,C2(+) selectivity,14,Barium Carbonate on Silicon Dioxide (1:1),reaction operating temperature,740°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,32,Strontium Carbonate on Silicon Dioxide (4:1),reaction operating temperature,770*C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,32,Barium Carbonate on Silicon Dioxide (1:0),reaction operating temperature,740'C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,17,Strontium Carbonate on Silicon Dioxide (Strontium to Silicon ratio of 4 to 1),reaction operating temperature,740°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,33,Barium Carbonate on Silicon Dioxide (4:1),reaction operating temperature,740'C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,33,Barium Carbonate/Silicon Dioxide (1:1),reaction operating temperature,
10.1016/0926-860X(94)85109-3,C2(+) selectivity,48,Strontium Carbonate on Silicon Dioxide,reaction operating temperature,740°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,76,Barium Carbonate/Silicon Dioxide (5:1),reaction operating temperature,850°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,79,Strontium Carbonate/Silicon Dioxide (5:1),reaction operating temperature,850°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,70,Strontium Carbonate on Silicon Dioxide (1:0),reaction operating temperature,800'C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,70,Barium Carbonate on Silicon Dioxide (2:1),reaction operating temperature,800'C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,69,Barium Carbonate on Silicon Dioxide (5:1),reaction operating temperature,800'C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,69,Barium Carbonate on Silicon Dioxide with a 3:1 molar ratio of Barium to Silicon,reaction operating temperature,800°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,28,Strontium Carbonate/Silicon Dioxide (5:1),reaction operating temperature,770°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,60,Strontium Carbonate/Silicon Dioxide (1:0),reaction operating temperature,770°C
10.1016/0926-860X(94)85109-3,C2(+) selectivity,85%,Barium:Aluminum=1:1.2,reaction operating temperature,850
10.1016/0926-860X(94)85109-3,C2(+) selectivity,85%,Barium:Aluminum=1:1,reaction operating temperature,850
10.1016/0926-860X(94)85109-3,C2(+) selectivity,85%,Barium:Aluminum=1:0.8,reaction operating temperature,850
10.1016/0926-860X(94)85109-3,C2(+) selectivity,39%,Barium,reaction operating temperature,740
10.1016/0926-860X(94)85109-3,C2(+) selectivity,45%,Magnesium Oxide,reaction operating temperature,740
10.1016/0926-860X(94)85109-3,C2(+) selectivity,31%,Strontium,reaction operating temperature,740
10.1016/0926-860X(94)85109-3,C2(+) selectivity,41%,Chloride-free zirconium nitrate-doped catalyst (without heat treatment),reaction operating temperature,740
10.1016/0926-860X(94)85109-3,C2(+) selectivity,85%,Lithium/Magnesium Barium Oxide,reaction operating temperature,
10.1016/0926-860X(94)85109-3,C2(+) selectivity,85%,Sodium/Magnesium Barium Oxide,reaction operating temperature,
10.1016/0926-860X(94)85109-3,C2(+) selectivity,85%,Zirconium tetrachloride / Magnesium Barium Oxide,reaction operating temperature,
10.1016/0926-860X(94)85109-3,C2(+) selectivity,ca. 85%,Magnesium-Strontium with cationic promoter,reaction operating temperature,
10.1016/0926-860X(94)85109-3,C2(+) selectivity,ca. 85%,Barium-Magnesium with cationic promoter,reaction operating temperature,
10.1016/0926-860X(94)85109-3,CH4 conversion,0.60%,Barium,reaction operating temperature,740
10.1016/0926-860X(94)85109-3,CH4 conversion,2.20%,Magnesium Oxide,reaction operating temperature,740
10.1016/0926-860X(94)85109-3,CH4 conversion,1.40%,Strontium,reaction operating temperature,740
10.1016/0926-860X(94)85109-3,CH4 conversion,10%,Lithium/Magnesium Barium Oxide,reaction operating temperature,Low temperatures
10.1016/0926-860X(94)85109-3,CH4 conversion,10%,Sodium/Magnesium Barium Oxide,reaction operating temperature,
10.1016/0926-860X(94)85109-3,CH4 conversion,10%,Zirconium tetrachloride/Magnesium Barium oxide,reaction operating temperature,
10.1016/0926-860X(94)85109-3,CH4 conversion,ca. 10%,Magnesium-Strontium with cationic promoter,reaction operating temperature,
10.1016/0926-860X(94)85109-3,CH4 conversion,ca. 10%,Barium-Magnesium with cationic promoter,reaction operating temperature,
10.1016/0926-860X(94)85179-4,C2(+) selectivity,69%,Lead oxide-magnesia (Lead/Magnesium = 0.5),reaction operating temperature,720°C
10.1016/0926-860X(95)00050-X,C2(+) selectivity,>70%,Carbon-lithium oxide,reaction operating temperature,
10.1016/0926-860X(95)00050-X,CH4 conversion,36%,Carbon-lithium oxide,reaction operating temperature,
10.1016/0926-860X(95)00116-6,C2(+) yield,20.66%,BaF2/LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) yield,15.94,30% Barium Fluoride / Lanthanum(III) Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,C2(+) yield,19.33,Barium fluoride on Lanthanum oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,C2(+) yield,14.11,30% Barium Fluoride / Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,C2(+) yield,11.28,10% Barium Oxide/Lanthanum Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,C2(+) yield,14.2,10% Barium Fluoride / Lanthanum Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,C2(+) yield,12.94,30% Barium Oxide/Lanthanum Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,C2(+) yield,15.86,10% Barium Fluoride Lanthanum Oxyfluoride,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) yield,13.98,10% Barium Fluoride Lanthanum Oxyfluoride,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) yield,19.33%,Barium fluoride/Lanthanum oxyfluoride,reaction operating temperature,
10.1016/0926-860X(95)00116-6,C2(+) yield,20.66%,BaF2 LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) selectivity,81.20%,BaF2/LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) selectivity,84.55%,BaF2/LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) selectivity,62.47%,BaF2/LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) selectivity,56.70%,Barium Fluoride/Lanthanum Oxyfluoride,reaction operating temperature,
10.1016/0926-860X(95)00116-6,C2(+) selectivity,81.20%,BaF2 LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) selectivity,84.55%,Barium Fluoride / Lanthanum Oxyfluoride,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,C2(+) selectivity,62.47%,BaF2 LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,33.08%,BaF2/LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,16.54%,BaF2/LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,19.53%,BaF2/LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,26.52,10% Barium Fluoride / Lanthanum Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,22.76,10% Barium Oxide on Lanthanum Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,25.79,30% Barium Oxide on Lanthanum Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,29.03,30% Barium Fluoride / Lanthanum(III) Oxide,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,23.84,30% Barium Difluoride / Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,28.73,Barium fluoride on Lanthanum oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,26.37,Barium Fluoride (5%)/Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,25.02,Lanthanum OxyFluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,27.44,Barium Fluoride (18%)/Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,28.73,Barium Fluoride (10%)/Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,27.92,Barium Fluoride (15%)/Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,23.84,Barium Fluoride (30) / Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,26.82,Barium Fluoride (7%)/Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,26.9,Barium Fluoride (20) / Lanthanum Oxyfluoride,reaction operating temperature,1053 K
10.1016/0926-860X(95)00116-6,CH4 conversion,16.54,10% Barium Fluoride Lanthanum Oxyfluoride,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,19.53,10% Barium Fluoride Lanthanum Oxyfluoride,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,27.92,Barium Fluoride/Lanthanum Oxyfluoride,reaction operating temperature,1053 K; 1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,28.73%,Barium fluoride/Lanthanum oxyfluoride,reaction operating temperature,
10.1016/0926-860X(95)00116-6,CH4 conversion,16.54%,Barium Iron on Lanthanum Oxyfluoride,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,33.08%,BaF2 LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,16.54%,BaF2 LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00116-6,CH4 conversion,19.53%,BaF2 LaOF,reaction operating temperature,1043 K
10.1016/0926-860X(95)00215-4,C2(+) yield,18–20%,Lanthanum Fluoride/Strontium Oxide,reaction operating temperature,650–750°C
10.1016/0926-860X(95)00215-4,C2(+) yield,18–20%,SrF2/La2O3,reaction operating temperature,650–750°C
10.1016/0927-7757(93)80470-Y,CH4 conversion,22%,La2O3,reaction operating temperature,650
10.1016/S0009-2509(00)00121-4,C2(+) yield,23.90%,Sodium-Manganese-Tungsten/Silicon Dioxide,reaction operating temperature,
10.1016/S0009-2509(00)00121-4,C2(+) yield,up to 27.5%,Manganese-Tungsten-Sodium/Silicon Dioxide,reaction operating temperature,
10.1016/S0009-2509(00)00121-4,C2(+) selectivity,64.90%,Sodium-Manganese-Tungsten/Silicon Dioxide,reaction operating temperature,
10.1016/S0009-2509(02)00432-3,C2(+) yield,20.77%,Multi-component catalyst,reaction operating temperature,
10.1016/S0009-2509(05)80048-X,C2(+) yield,50%,Samarium oxide,reaction operating temperature,
10.1016/S0016-2361(02)00074-1,CH4 conversion,∼26%,Lithium/Magnesium Oxide,reaction operating temperature,800 °C
10.1016/S0016-2361(03)00030-9,C2(+) selectivity,39–56%,Nd2O3,reaction operating temperature,
10.1016/S0016-2361(03)00030-9,C2(+) selectivity,<20%,Zirconium dioxide,reaction operating temperature,
10.1016/S0016-2361(03)00030-9,CH4 conversion,16–27%,Nd2O3,reaction operating temperature,
10.1016/S0016-2361(03)00030-9,CH4 conversion,a few percent,Zirconium oxide,reaction operating temperature,
10.1016/S0021-9517(03)00248-3,CH4 conversion,47.20%,Cerium dioxide and tin dioxide promoted sodium-tungsten-manganese/silicon dioxide,reaction operating temperature,710 °C
10.1016/S0021-9517(03)00248-3,CH4 conversion,≈30%,NaWMn/SiO2,reaction operating temperature,
10.1016/S0021-9517(03)00248-3,CH4 conversion,≈30%,KWMn/SiO2,reaction operating temperature,
10.1016/S0021-9517(03)00248-3,CH4 conversion,20%,LiWMn/SiO2,reaction operating temperature,
10.1016/S0021-9517(03)00248-3,CH4 conversion,21.30%,BaWMn/SiO2,reaction operating temperature,
10.1016/S0021-9517(03)00248-3,CH4 conversion,18.60%,BaWMn/SiO2,reaction operating temperature,
10.1016/S0166-9834(00)80011-1,C2(+) selectivity,68%,5% lithium-doped antimony oxide supported on silicon dioxide,reaction operating temperature,
10.1016/S0166-9834(00)80020-2,CH4 conversion,20%,Lanthanum titanate,reaction operating temperature,
10.1016/S0166-9834(00)80070-6,C2(+) selectivity,58.20%,Lithium Yttrium Oxide,reaction operating temperature,
10.1016/S0166-9834(00)80070-6,C2(+) selectivity,43.20%,Sodium Cerium Oxide,reaction operating temperature,
10.1016/S0166-9834(00)80070-6,C2(+) selectivity,72.00%,Lithium Yttrium Oxide,reaction operating temperature,
10.1016/S0166-9834(00)80070-6,C2(+) selectivity,59.00%,Sodium/Cerium Oxide,reaction operating temperature,
10.1016/S0166-9834(00)80070-6,C2(+) selectivity,60.60%,Samarium oxide,reaction operating temperature,750
10.1016/S0166-9834(00)80070-6,C2(+) selectivity,72%,Lithium Yttrium Oxide,reaction operating temperature,700°C
10.1016/S0166-9834(00)80070-6,C2(+) selectivity,68%,Lithium Yttrium Oxide,reaction operating temperature,
10.1016/S0166-9834(00)80070-6,CH4 conversion,15.10%,Samarium oxide,reaction operating temperature,750
10.1016/S0166-9834(00)80070-6,CH4 conversion,24%,Lithium Yttrium Oxide,reaction operating temperature,700C
10.1016/S0166-9834(00)80838-6,C2(+) yield,10%,5 weight percent Magnesium Chloride on Calcium Oxide,reaction operating temperature,750°C
10.1016/S0166-9834(00)80838-6,C2(+) selectivity,≥90%,5 weight percent Magnesium Chloride on Calcium Oxide,reaction operating temperature,750°C
10.1016/S0166-9834(00)81395-0,C2(+) selectivity,~93%,MnO2 promoted with dichloromethane,reaction operating temperature,
10.1016/S0166-9834(00)81706-6,C2(+) selectivity,ca. 33-38%,Molten barium hydroxide,reaction operating temperature,800°C
10.1016/S0166-9834(00)81706-6,CH4 conversion,ca. 21%,Molten barium hydroxide,reaction operating temperature,800°C
10.1016/S0166-9834(00)82169-7,C2(+) yield,17%,Manganese dioxide - Magnesium oxide,reaction operating temperature,750°C
10.1016/S0166-9834(00)82169-7,C2(+) yield,12%,Cobalt-magnesium oxide with a cobalt oxide content equivalent to 0.35 percent cobalt(II) oxide in magnesium oxide,reaction operating temperature,
10.1016/S0166-9834(00)82169-7,C2(+) yield,17%,Li2CO3/MgO,reaction operating temperature,
10.1016/S0166-9834(00)82176-4,C2(+) yield,20%,Gadolinium manganate promoted with sodium pyrophosphate,reaction operating temperature,1101 K
10.1016/S0166-9834(00)82187-9,C2(+) yield,7.50%,10 mole percent Yttrium(III) oxide-Calcium oxide,reaction operating temperature,650°C
10.1016/S0166-9834(00)82187-9,C2(+) yield,13%,Yttrium oxide-Calcium oxide (coprecipitated),reaction operating temperature,ca. 750
10.1016/S0166-9834(00)82187-9,C2(+) yield,13%,10 mole percent Yttrium(III) oxide Calcium oxide,reaction operating temperature,750°C
10.1016/S0166-9834(00)82187-9,C2(+) yield,7.50%,10 mole percent Yttrium(III) oxide Calcium oxide,reaction operating temperature,650°C
10.1016/S0166-9834(00)82199-5,C2(+) yield,13.30%,Samarium(III) oxide (15 weight percent)/porous Magnesium oxide,reaction operating temperature,
10.1016/S0166-9834(00)82199-5,C2(+) selectivity,49.40%,Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)82199-5,C2(+) selectivity,42.30%,Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)82199-5,C2(+) selectivity,47.90%,Samarium oxide (15 weight percent) on porous Magnesium oxide,reaction operating temperature,
10.1016/S0166-9834(00)82205-8,C2(+) yield,0.63%,Barium on Calcium Oxide,reaction operating temperature,TR_70
10.1016/S0166-9834(00)82205-8,C2(+) yield,5.9,"Potassium/Magnesium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,12.2,Lithium on Magnesium Oxide in a quartz reactor,reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,8.2,"Barium on Calcium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,10.3,Barium/Calcium Oxide Aluminum Oxide,reaction operating temperature,800°C
10.1016/S0166-9834(00)82205-8,C2(+) yield,10.2,"Barium on Calcium Oxide, Aluminum Oxide",reaction operating temperature,~8000 C; 800
10.1016/S0166-9834(00)82205-8,C2(+) yield,11.2,"Lithium on Magnesium Oxide, Aluminum Oxide",reaction operating temperature,~8000 C; 800
10.1016/S0166-9834(00)82205-8,C2(+) yield,8.9,"Barium on Calcium Oxide, quartz reactor",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,10.6,"Lithium/Magnesium Oxide (B), Aluminum Oxide",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,10.6,"Potassium on Magnesium Oxide, in a quartz reactor",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,10.6,"Barium on Calcium Oxide, in a quartz reactor",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,6.9,"Potassium/Magnesium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) yield,4.8,"Lithium on Magnesium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,82,"Lithium on Magnesium Oxide, Aluminum Oxide",reaction operating temperature,~8000 C; 800
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,83,"Lithium on Magnesium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,83,"Lithium on Magnesium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,58,Potassium/Magnesium Oxide,reaction operating temperature,~800°C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,55,"Potassium/Magnesium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,71,"Barium on Calcium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,71,"Ba/CaO, aluminum oxide",reaction operating temperature,~8000 C; 800
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,70,Barium/Calcium Oxide Aluminum Oxide,reaction operating temperature,~800°C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,64,"Barium on Calcium Oxide, quartz",reaction operating temperature,~8000 C
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,41.1,Barium on Calcium Oxide with Sodium Carbonate,reaction operating temperature,
10.1016/S0166-9834(00)82205-8,CH4 conversion,1.54,Barium on Gallium Oxide,reaction operating temperature,
10.1016/S0166-9834(00)82205-8,CH4 conversion,2.17,Barium on Calcium Oxide with Sodium Carbonate,reaction operating temperature,
10.1016/S0166-9834(00)82367-2,C2(+) yield,16%,5 weight percent Thallium on Silicon Dioxide,reaction operating temperature,
10.1016/S0166-9834(00)82367-2,C2(+) yield,18%,5 weight percent Thallium-1.5 weight percent Lithium on Silicon Dioxide,reaction operating temperature,
10.1016/S0166-9834(00)82367-2,C2(+) selectivity,64%,5 weight percent Thallium-1.5 weight percent Lithium on Silicon Dioxide,reaction operating temperature,
10.1016/S0166-9834(00)82367-2,C2(+) selectivity,57%,5 weight percent Thallium on Silicon Dioxide,reaction operating temperature,
10.1016/S0166-9834(00)83141-3,C2(+) selectivity,33%,Sm2O3,reaction operating temperature,
10.1016/S0166-9834(00)83141-3,C2(+) selectivity,40%,La2O3,reaction operating temperature,
10.1016/S0166-9834(00)83141-3,C2(+) selectivity,<3%,Cerium dioxide,reaction operating temperature,
10.1016/S0166-9834(00)83141-3,C2(+) selectivity,<3%,Pr6O11,reaction operating temperature,
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,47.8,Lithium-Zinc-Magnesium Oxide,reaction operating temperature,
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,32.5,Cadmium-magnesium oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,30.7,Zinc-magnesium oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,23.4,Manganese-magnesium oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,28.4,Lithium Manganese Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,42.8,Lithium-Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,25.3,Magnesia,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,C2(+) selectivity,52.9,Lithium-Cadmium-Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,36.1,Magnesia,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,32.5,Manganese-Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,31.2,Lithium-Cadmium-Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,42.3,Lithium-Zinc-Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,30.9,Zinc-magnesium oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,37.1,Lithium Manganese Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,34.5,Cadmium-magnesium oxide (cadmium(II) oxide 1.0%-magnesium oxide 99%),reaction operating temperature,1073 K
10.1016/S0166-9834(00)83301-1,CH4 conversion,42.1,Lithium-Magnesium Oxide,reaction operating temperature,1073 K
10.1016/S0166-9834(00)84092-0,C2(+) yield,up to 11%,8 mole percent yttrium oxide doped zirconium oxide,reaction operating temperature,800–950°C
10.1016/S0166-9834(00)84092-0,C2(+) selectivity,55%,Eight mole percent yttrium oxide doped zirconium oxide,reaction operating temperature,800–950°C
10.1016/S0166-9834(00)84432-2,C2(+) selectivity,74%,Strontium-thoria,reaction operating temperature,880°C
10.1016/S0166-9834(00)84432-2,CH4 conversion,14.80%,Strontium-thoria,reaction operating temperature,880°C
10.1016/S0167-2991(06)81800-8,C2(+) selectivity,40%,Barium Tin Trioxide,reaction operating temperature,
10.1016/S0167-2991(08)60068-3,C2(+) selectivity,~75%,17% Lithium Oxide/Lanthanum Oxide•2Titanium Dioxide,reaction operating temperature,800°C
10.1016/S0167-2991(08)60068-3,CH4 conversion,18%,17% Lithium oxide/Lanthanum oxide•2Titanium dioxide,reaction operating temperature,800°C
10.1016/S0167-2991(08)60079-8,C2(+) yield,9.90%,strontium doped lanthanum oxycarbonate,reaction operating temperature,
10.1016/S0167-2991(08)60079-8,C2(+) yield,3.40%,strontium doped lanthanum oxycarbonate,reaction operating temperature,
10.1016/S0167-2991(08)63215-2,C2(+) selectivity,>90%,Lead oxide/Yttrium oxide-Zirconium dioxide,reaction operating temperature,
10.1016/S0167-2991(08)63215-2,C2(+) selectivity,>90%,Lead oxide/Calcium Cobalt Iron Oxide,reaction operating temperature,
10.1016/S0167-2991(08)63859-8,C2(+) yield,~16%,La2O3/CaO,reaction operating temperature,
10.1016/S0167-2991(08)63875-6,C2(+) selectivity,72.40%,62mol%Magnesium Oxide/Barium Carbonate,reaction operating temperature,
10.1016/S0167-2991(08)63875-6,C2(+) selectivity,72.40%,62mol%Magnesium Oxide/Barium Carbonate,reaction operating temperature,
10.1016/S0167-2991(08)63880-X,C2(+) selectivity,>85%,Molten lead with lead monoxide,reaction operating temperature,
10.1016/S0167-2991(08)64267-6,C2(+) yield,19.20%,CaLaFeLiO,reaction operating temperature,
10.1016/S0167-2991(08)64267-6,C2(+) yield,6.30%,Strontium Lanthanum Iron Oxide,reaction operating temperature,
10.1016/S0167-2991(08)64267-6,C2(+) yield,15%,Lanthanum Nickel Lithium Oxide,reaction operating temperature,
10.1016/S0167-2991(08)64267-6,C2(+) yield,22%,"Calcium (Strontium,Barium)LanthanumIronLithiumOxide",reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) yield,19.20%,CaLaFeLiO,reaction operating temperature,
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,2.3,Lanthanum Copper Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,22.1,Strontium Lanthanum Iron Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,40,Lanthanum Copper Lithium Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,41.5,SrLaFeZnO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,53.6,SrLaFeLiO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,42.3,Lanthanum Nickel Lithium Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,39,SrLaFeMgO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,57.5,Barium Lanthanum Iron Lithium Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,54.8,CaLaFeLiO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,C2(+) selectivity,46.5,CaLaFeLiOb,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,95,Lanthanum Copper Lithium Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,95.3,Lanthanum Nickel Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,95.3,SrLaFeZnO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,89.7,BaLaFeLiO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,96.2,SrLaFeMgO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,95.2,Strontium Lanthanum Iron Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,95.2,Lanthanum Copper Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,88,Calcium Lanthanum Iron Lithium Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,94.2,Lanthanum Nickel Lithium Oxide,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64267-6,CH4 conversion,94.1,SrLaFeLiO,reaction operating temperature,1073 K
10.1016/S0167-2991(08)64272-X,CH4 conversion,35%,LiClO4/Pb3(PO4)2,reaction operating temperature,473 K
10.1016/S0167-2991(08)64438-9,C2(+) yield,16.90%,Strontium Lithium Titanate,reaction operating temperature,
10.1016/S0167-2991(08)64438-9,C2(+) selectivity,57.30%,Strontium Lithium Titanium Oxide,reaction operating temperature,
10.1016/S0167-2991(09)60531-0,CH4 conversion,11%,Lithium-promoted magnesium oxide,reaction operating temperature,770°C
10.1016/S0167-2991(09)60683-2,C2(+) yield,15.70%,12.5% sodium permanganate on magnesia,reaction operating temperature,925°C
10.1016/S0167-2991(09)60683-2,C2(+) yield,14.50%,15% manganese and 5% sodium pyrophosphate on silica,reaction operating temperature,900°C
