Source,Property,Property Value,Material,Operating Condition 1,Operating Condition 1 Value
10.1016/j.fuel.2008.02.010,C2(+) yield,22.0,"{'Li', 'Sr', 'Ba', 'O', 'Ti'}",reaction operating temperature,
10.1016/S0926-860X(01)00659-7,C2(+) yield,22.0,"{'Zr', 'Cl', 'O', 'P', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(00)00578-0,C2(+) yield,22.0,"{'Ca', 'Cl', 'O', 'P', 'Zn'}",reaction operating temperature,750.0
10.1016/S0926-860X(00)00578-0,C2(+) yield,22.0,"{'Ca', 'Ni', 'Cl', 'O', 'P'}",reaction operating temperature,750.0
10.1016/S0926-860X(00)00578-0,C2(+) yield,22.0,"{'Ca', 'Cl', 'O', 'P'}",reaction operating temperature,750.0
10.1016/j.apcata.2014.07.024,C2(+) yield,22.0,"{'Ca', 'Ni', 'Cl', 'O', 'P'}",reaction operating temperature,
10.1016/S0926-860X(00)00578-0,C2(+) yield,22.0,"{'Ca', 'Pb', 'O', 'P'}",reaction operating temperature,750.0
10.1016/s0167-2991(98)80462-x,C2(+) yield,22.0,"{'Ca', 'H', 'Pb', 'O', 'P'}",reaction operating temperature,737.5
10.1016/S0926-860X(00)00578-0,C2(+) yield,22.0,"{'Ca', 'Cl', 'O', 'P'}",reaction operating temperature,750.0
10.1016/j.apcata.2014.07.024,C2(+) yield,21.6,"{'Mg', 'Sr', 'O', 'Ti'}",reaction operating temperature,900.0
10.1016/j.apcata.2015.02.040,C2(+) yield,21.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/D1CY00741F,C2(+) yield,21.4,"{'O', 'Zr', 'Na'}",reaction operating temperature,
10.1039/D1CY00741F,C2(+) yield,21.4,"{'O', 'Zr', 'Na'}",reaction operating temperature,800.0
10.1016/j.jechem.2023.12.025,C2(+) yield,21.3,"{'Ca', 'La', 'Sr', 'O', 'Ce'}",reaction operating temperature,650.0
10.1016/j.jechem.2023.12.025,C2(+) yield,21.3,"{'Ca', 'La', 'Sr', 'O', 'Ce'}",reaction operating temperature,650.0
10.1016/S0926-860X(98)00094-5,C2(+) yield,21.1,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/S0926-860X(98)00094-5,C2(+) yield,21.1,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/j.inoche.2018.12.028,C2(+) yield,21.1,"{'Mn', 'O', 'Ce', 'W', 'Si', 'Na'}",reaction operating temperature,840.0
10.1016/j.apcata.2014.07.024,C2(+) yield,21.1,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.apcata.2007.02.009,C2(+) yield,21.0,"{'La', 'O', 'Ce'}",reaction operating temperature,
10.1016/j.cej.2017.08.093,C2(+) yield,21.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,681.0
10.1016/j.ces.2024.120119,C2(+) yield,21.0,"{'K', 'S', 'Ti', 'O'}",reaction operating temperature,
10.1016/j.cattod.2020.03.048,C2(+) yield,21.0,"{'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2012.11.029,C2(+) yield,21.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,750.0
10.1016/S0926-860X(02)00641-5,C2(+) yield,21.0,"{'La', 'O', 'Ce'}",reaction operating temperature,
10.1016/0021-9517(90)90077-W,C2(+) yield,21.0,"{'K', 'Si', 'O', 'Mn'}",reaction operating temperature,
10.1016/j.cattod.2020.03.048,C2(+) yield,21.0,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/0021-9517(90)90077-W,C2(+) yield,21.0,"{'Si', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1039/D3CY00012E,C2(+) yield,20.9,"{'La', 'Zr', 'Mn', 'O', 'Ce', 'W', 'Na'}",reaction operating temperature,700.0
10.1039/D3CY00012E,C2(+) yield,20.9,"{'La', 'Zr', 'Mn', 'O', 'Ce', 'W', 'Na'}",reaction operating temperature,700.0
10.1039/D3CY00012E,C2(+) yield,20.9,"{'La', 'Zr', 'Mn', 'O', 'Ce', 'W', 'Na'}",reaction operating temperature,700.0
10.1039/D3CY00012E,C2(+) yield,20.9,"{'La', 'Zr', 'Mn', 'O', 'Ce', 'W', 'Na'}",reaction operating temperature,700.0
10.1016/0926-860X(95)00116-6,C2(+) yield,20.66,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/0926-860X(95)00116-6,C2(+) yield,20.66,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/j.apcatb.2021.120161,C2(+) yield,20.6,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jece.2024.112757,C2(+) yield,20.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,790.0
10.1016/j.dche.2024.100160,C2(+) yield,20.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0920-5861(99)00004-8,C2(+) yield,20.5,"{'Ca', 'Th', 'La', 'Ba', 'O', 'C'}",reaction operating temperature,780.0
10.1016/j.jcat.2021.06.021,C2(+) yield,20.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.arabjc.2021.103577,C2(+) yield,20.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,700.0
10.1016/j.arabjc.2021.103577,C2(+) yield,20.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,700.0
10.1016/j.arabjc.2021.103577,C2(+) yield,20.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,700.0
10.1039/D1SC04390K,C2(+) yield,20.38,"{'K', 'V', 'Ba', 'O', 'Eu'}",reaction operating temperature,
10.1039/D1SC04390K,C2(+) yield,20.38,"{'K', 'V', 'Ba', 'O', 'Eu'}",reaction operating temperature,
10.1016/s0167-2991(04)80121-6,C2(+) yield,20.3,"{'Sn', 'Mn', 'O', 'W', 'Si'}",reaction operating temperature,750.0
10.1016/j.psep.2021.02.030,C2(+) yield,20.24,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.psep.2021.02.030,C2(+) yield,20.2,"{'Al', 'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.fuproc.2022.107352,C2(+) yield,20.1,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1016/j.jechem.2022.05.013,C2(+) yield,20.1,"{'Ca', 'La', 'Cl', 'Ba', 'O'}",reaction operating temperature,830.0
10.1039/C9FD00142E,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,780.0
10.1016/j.fuel.2013.01.026,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.mcat.2021.111976,C2(+) yield,20.0,"{'Si', 'C'}",reaction operating temperature,750.0
10.1016/j.fuproc.2022.107352,C2(+) yield,20.0,"{'La', 'Sr', 'O'}",reaction operating temperature,650.0
10.1016/j.mcat.2021.111976,C2(+) yield,20.0,"{'Si', 'O', 'Al'}",reaction operating temperature,750.0
10.1016/j.apcata.2012.05.002,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,830.0
10.1016/j.apcata.2012.05.002,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2020.03.027,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.fuel.2021.120932,C2(+) yield,20.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.mcat.2021.111976,C2(+) yield,20.0,"{'Si', 'O', 'Ti'}",reaction operating temperature,750.0
10.1016/j.apcata.2012.11.029,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,750.0
10.1016/j.mcat.2021.111976,C2(+) yield,20.0,"{'Si', 'O'}",reaction operating temperature,750.0
10.1016/j.jechem.2022.05.013,C2(+) yield,20.0,"{'Ca', 'La', 'Cl', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.jiec.2017.10.027,C2(+) yield,20.0,"{'La', 'Sr', 'O'}",reaction operating temperature,650.0
10.1016/j.apcata.2013.05.020,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2012.05.002,C2(+) yield,20.0,"{'Mg', 'Li', 'O', 'Sn'}",reaction operating temperature,825.0
10.1016/j.apcata.2014.07.024,C2(+) yield,20.0,"{'Mg', 'Sr', 'O', 'Ti'}",reaction operating temperature,850.0
10.1016/j.fuel.2021.120932,C2(+) yield,20.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/s0167-2991(97)80363-1,C2(+) yield,20.0,"{'Mg', 'Li', 'O', 'Sn'}",reaction operating temperature,
10.1016/j.apcata.2012.05.002,C2(+) yield,20.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,825.0
10.1016/S0920-5861(01)00443-6,C2(+) yield,20.0,"{'Li', 'Y', 'O'}",reaction operating temperature,
10.1016/j.proci.2016.06.014,C2(+) yield,20.0,"{'La', 'O'}",reaction operating temperature,
10.1016/j.cattod.2008.02.024,C2(+) yield,20.0,"{'La', 'Ba', 'O', 'C', 'Na'}",reaction operating temperature,
10.1016/j.ces.2024.120119,C2(+) yield,20.0,"{'La', 'O'}",reaction operating temperature,
10.1016/s0167-2991(98)80462-x,C2(+) yield,20.0,"{'Ca', 'H', 'Pb', 'O', 'P'}",reaction operating temperature,725.0
10.1016/S0166-9834(00)82176-4,C2(+) yield,20.0,"{'Mn', 'O', 'P', 'Gd', 'Na'}",reaction operating temperature,828.0
10.1016/j.fuel.2008.02.010,C2(+) yield,20.0,"{'Mg', 'Sr', 'Ba', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.fuel.2011.08.056,C2(+) yield,20.0,"{'Ca', 'H', 'Cl', 'Pb', 'O', 'P'}",reaction operating temperature,775.0
10.1016/j.cattod.2018.02.023,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cattod.2018.02.023,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1006/jcat.1993.1087,C2(+) yield,20.0,"{'Sn', 'O', 'Sm'}",reaction operating temperature,700.0
10.1039/C6CY01879C,C2(+) yield,20.0,"{'La', 'O', 'Ce'}",reaction operating temperature,200.0
10.1016/j.ces.2018.09.022,C2(+) yield,20.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,775.0
10.1016/S0920-5861(01)00443-6,C2(+) yield,20.0,"{'Li', 'Y', 'O'}",reaction operating temperature,780.0
10.1016/S0920-5861(01)00443-6,C2(+) yield,20.0,"{'Li', 'Y', 'O'}",reaction operating temperature,
10.1016/S0920-5861(01)00443-6,C2(+) yield,20.0,"{'Li', 'Y', 'O'}",reaction operating temperature,
10.1016/S1872-2067(17)62823-7,C2(+) yield,20.0,"{'La', 'Sr', 'O'}",reaction operating temperature,
10.1016/j.fuel.2021.120932,C2(+) yield,20.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/S0920-5861(01)00443-6,C2(+) yield,20.0,"{'Li', 'Y', 'O'}",reaction operating temperature,
10.1016/j.fuel.2011.08.056,C2(+) yield,20.0,"{'Ca', 'H', 'Pb', 'O', 'P'}",reaction operating temperature,775.0
10.1016/s0167-2991(98)80462-x,C2(+) yield,20.0,"{'Ca', 'Pb'}",reaction operating temperature,725.0
10.1016/j.apcata.2010.03.058,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.ces.2010.08.019,C2(+) yield,20.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,
10.1016/j.apcata.2011.12.035,C2(+) yield,20.0,"{'Mg', 'Li', 'Ce'}",reaction operating temperature,
10.1016/j.apcata.2011.12.035,C2(+) yield,20.0,"{'Mg', 'Li'}",reaction operating temperature,
10.1016/j.apcata.2011.12.035,C2(+) yield,20.0,"{'Y', 'Ba'}",reaction operating temperature,
10.1016/j.fuel.2023.129613,C2(+) yield,20.0,"{'Mn', 'O', 'P', 'Ti', 'Na'}",reaction operating temperature,760.0
10.1039/C4NR06660J,C2(+) yield,20.0,"{'La', 'Sr', 'O'}",reaction operating temperature,650.0
10.1016/j.apcata.2011.06.022,C2(+) yield,20.0,"{'Mn', 'O', 'W', 'Si', 'Cs'}",reaction operating temperature,
10.1016/j.cattod.2008.02.024,C2(+) yield,20.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,
10.1039/C5CY01622C,C2(+) yield,20.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,750.0
10.1016/s0167-2991(98)80453-9,C2(+) yield,20.0,{'C'},reaction operating temperature,700.0
10.1016/j.proci.2016.06.014,C2(+) yield,20.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,
10.1016/S0920-5861(01)00443-6,C2(+) yield,20.0,"{'Li', 'Y', 'O'}",reaction operating temperature,
10.1039/D3CY00596H,C2(+) yield,19.9,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1006/jcat.1993.1169,C2(+) yield,19.8,"{'Mg', 'Cl', 'O', 'Cs', 'Na'}",reaction operating temperature,750.0
10.1016/j.fuel.2022.126479,C2(+) yield,19.8,"{'La', 'Sr', 'O', 'Zr'}",reaction operating temperature,750.0
10.1016/S1003-9953(09)60022-0,C2(+) yield,19.6,"{'Mn', 'O', 'Ce', 'W', 'Si', 'Na'}",reaction operating temperature,840.0
10.1016/j.apcata.2011.06.022,C2(+) yield,19.5,"{'Mn', 'O', 'W', 'Si', 'Cs'}",reaction operating temperature,
10.1016/j.apcata.2018.05.031,C2(+) yield,19.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2018.05.031,C2(+) yield,19.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2018.05.031,C2(+) yield,19.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1006/jcat.1998.1965,C2(+) yield,19.5,"{'F', 'Y', 'O', 'Ba'}",reaction operating temperature,750.0
10.1039/C4CY00822G,C2(+) yield,19.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,825.0
10.1039/C4CY00822G,C2(+) yield,19.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,820.0
10.1039/C4CY00822G,C2(+) yield,19.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,825.0
10.1016/j.fuel.2023.129613,C2(+) yield,19.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/0926-860X(95)00116-6,C2(+) yield,19.33,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,780.0
10.1016/0926-860X(95)00116-6,C2(+) yield,19.33,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.fuel.2021.120932,C2(+) yield,19.3,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,825.0
10.1016/S0926-860X(97)00064-1,C2(+) yield,19.3,"{'F', 'Pr', 'Ba', 'O'}",reaction operating temperature,800.0
10.1016/j.molcata.2008.10.036,C2(+) yield,19.3,"{'Nd', 'O', 'Zn'}",reaction operating temperature,
10.1016/j.apcata.2017.08.020,C2(+) yield,19.3,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,725.0
10.1016/j.jre.2019.03.023,C2(+) yield,19.2,"{'La', 'Li', 'Mn', 'O', 'W', 'Ti'}",reaction operating temperature,750.0
10.1016/j.jre.2019.03.023,C2(+) yield,19.2,"{'La', 'Li', 'Mn', 'O', 'W', 'Ti'}",reaction operating temperature,750.0
10.1016/j.fuel.2021.120932,C2(+) yield,19.2,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,825.0
10.1016/S0167-2991(08)64267-6,C2(+) yield,19.2,"{'Ca', 'La', 'Li', 'Fe', 'O'}",reaction operating temperature,
10.1016/j.jre.2019.03.023,C2(+) yield,19.2,"{'La', 'Li', 'Mn', 'O', 'W', 'Ti'}",reaction operating temperature,750.0
10.1016/S0167-2991(08)64267-6,C2(+) yield,19.2,"{'Ca', 'La', 'Li', 'Fe', 'O'}",reaction operating temperature,
10.1016/j.cej.2017.08.093,C2(+) yield,19.2,"{'Mg', 'Sr', 'Cs', 'O'}",reaction operating temperature,
10.1039/D1SC04390K,C2(+) yield,19.03,"{'Li', 'Ba', 'O', 'W', 'Ti'}",reaction operating temperature,
10.1039/D1SC04390K,C2(+) yield,19.03,"{'Li', 'Ba', 'O', 'W', 'Ti'}",reaction operating temperature,
10.1016/S0926-860X(00)00578-0,C2(+) yield,19.0,"{'Ca', 'Ni', 'Cl', 'O', 'P'}",reaction operating temperature,700.0
10.1016/S0926-860X(00)00578-0,C2(+) yield,19.0,"{'Ca', 'Cl', 'O', 'P', 'Zn'}",reaction operating temperature,700.0
10.1016/j.apcata.2017.08.020,C2(+) yield,19.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,725.0
10.1016/j.ceramint.2022.09.155,C2(+) yield,19.0,"{'W', 'O', 'Mn', 'Na'}",reaction operating temperature,820.0
10.1039/D3CY00587A,C2(+) yield,19.0,"{'Rb', 'In', 'La', 'Ba', 'O'}",reaction operating temperature,700.0
10.1039/D3CY00587A,C2(+) yield,19.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,900.0
10.1039/D3CY00587A,C2(+) yield,19.0,"{'Rb', 'In', 'La', 'Ba', 'O'}",reaction operating temperature,700.0
10.1039/D3CY00587A,C2(+) yield,19.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,900.0
10.1016/j.apcata.2012.05.002,C2(+) yield,19.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,
10.1016/j.cej.2017.08.093,C2(+) yield,19.0,"{'Mg', 'Sr', 'Cs', 'O'}",reaction operating temperature,755.0
10.1016/j.molcata.2008.10.036,C2(+) yield,19.0,"{'Nd', 'O', 'Zn'}",reaction operating temperature,
10.1016/j.cej.2017.08.093,C2(+) yield,19.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S1385-8947(01)00191-7,C2(+) yield,19.0,"{'La', 'O', 'Ca'}",reaction operating temperature,
10.1016/0926-860X(95)00215-4,C2(+) yield,19.0,"{'La', 'Sr', 'O', 'F'}",reaction operating temperature,700.0
10.1016/S0920-5861(98)00240-5,C2(+) yield,19.0,"{'Li', 'O', 'S', 'Zr'}",reaction operating temperature,800.0
10.1016/j.apcata.2017.01.019,C2(+) yield,19.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,
10.1016/j.cattod.2020.06.084,C2(+) yield,19.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/0926-860X(95)00215-4,C2(+) yield,19.0,"{'La', 'Sr', 'O', 'F'}",reaction operating temperature,700.0
10.1016/j.cej.2017.08.093,C2(+) yield,19.0,"{'Mg', 'Ba', 'Cs', 'O'}",reaction operating temperature,
10.1016/S0920-5861(98)00240-5,C2(+) yield,19.0,"{'Li', 'O', 'S', 'Zr'}",reaction operating temperature,800.0
10.1016/j.arabjc.2021.103577,C2(+) yield,18.95,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1006/jcat.1996.0341,C2(+) yield,18.9,"{'Br', 'La', 'Ba', 'O', 'C'}",reaction operating temperature,
10.1039/D1SC04390K,C2(+) yield,18.82,"{'Zr', 'Mg', 'Ba', 'O', 'Eu'}",reaction operating temperature,
10.1039/D3CY00596H,C2(+) yield,18.8,"{'K', 'Mn', 'O', 'W', 'Si'}",reaction operating temperature,
10.1039/D3CY00596H,C2(+) yield,18.8,"{'K', 'Mn', 'O', 'W', 'Si'}",reaction operating temperature,
10.1016/S0926-860X(01)00864-X,C2(+) yield,18.6,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,837.5
10.1016/S0926-860X(98)00051-9,C2(+) yield,18.6,"{'Gd', 'Ba', 'O'}",reaction operating temperature,800.0
10.1016/j.apcata.2007.02.009,C2(+) yield,18.6,"{'Br', 'La', 'Ba', 'O', 'C'}",reaction operating temperature,
10.1016/S0926-860X(98)00094-5,C2(+) yield,18.5,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/j.apcata.2014.07.013,C2(+) yield,18.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,810.0
10.1016/j.apcata.2014.07.013,C2(+) yield,18.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,810.0
10.1016/j.apcata.2014.07.013,C2(+) yield,18.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,810.0
10.1016/j.apcata.2014.07.013,C2(+) yield,18.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,810.0
10.1016/0021-9517(90)90146-B,C2(+) yield,18.5,"{'Ca', 'P', 'O', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2021.04.007,C2(+) yield,18.5,"{'Sn', 'Sr', 'O'}",reaction operating temperature,800.0
10.1016/j.fuel.2011.08.056,C2(+) yield,18.5,"{'Ca', 'H', 'Pb', 'O', 'P'}",reaction operating temperature,750.0
10.1016/j.apcata.2015.02.040,C2(+) yield,18.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.apcata.2015.02.040,C2(+) yield,18.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2014.07.013,C2(+) yield,18.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,810.0
10.1016/j.cplett.2021.138562,C2(+) yield,18.4,"{'Sm', 'Sr', 'O', 'Zr'}",reaction operating temperature,750.0
10.1016/j.jece.2022.107259,C2(+) yield,18.4,"{'Sm', 'Sr', 'O', 'Zr'}",reaction operating temperature,750.0
10.1016/j.cplett.2021.138562,C2(+) yield,18.4,"{'Sm', 'Sr', 'O', 'Zr'}",reaction operating temperature,750.0
10.1016/j.cattod.2009.01.009,C2(+) yield,18.4,"{'Ca', 'La', 'Co', 'Sr', 'Ba', 'O', 'Fe'}",reaction operating temperature,1000.0
10.1016/j.cattod.2009.01.009,C2(+) yield,18.4,"{'Ca', 'La', 'Co', 'Sr', 'Ba', 'O', 'Fe'}",reaction operating temperature,1000.0
10.1016/j.arabjc.2021.103577,C2(+) yield,18.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/D1SC04390K,C2(+) yield,18.36,"{'K', 'Ba', 'O', 'Mo', 'W'}",reaction operating temperature,
10.1039/D3CY00596H,C2(+) yield,18.3,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/D1SC04390K,C2(+) yield,18.21,"{'K', 'V', 'Y', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.jece.2024.112757,C2(+) yield,18.2,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,820.0
10.1039/JM9940400421,C2(+) yield,18.1,"{'La', 'Sb', 'Ba', 'O', 'Bi'}",reaction operating temperature,700.0
10.1016/j.fuel.2022.125193,C2(+) yield,18.1,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,740.0
10.1039/D1CY02206G,C2(+) yield,18.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.fuproc.2022.107352,C2(+) yield,18.1,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1016/j.cattod.2020.04.010,C2(+) yield,18.1,"{'Br', 'Sn', 'Ba', 'O'}",reaction operating temperature,800.0
10.1016/j.fuproc.2022.107352,C2(+) yield,18.0,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,
10.1016/j.catcom.2019.05.009,C2(+) yield,18.0,"{'La', 'Li', 'Al', 'O'}",reaction operating temperature,775.0
10.1016/j.apcata.2007.02.009,C2(+) yield,18.0,"{'La', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.apcata.2012.05.002,C2(+) yield,18.0,"{'La', 'Sr', 'O'}",reaction operating temperature,800.0
10.1016/j.cattod.2020.04.010,C2(+) yield,18.0,"{'Br', 'Sn', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.fuel.2021.121560,C2(+) yield,18.0,"{'Mn', 'O', 'C', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,800.0
10.1016/S0166-9834(00)82367-2,C2(+) yield,18.0,"{'Li', 'Si', 'O', 'Tl'}",reaction operating temperature,
10.1039/C9CC00174C,C2(+) yield,18.0,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1016/j.apcata.2010.03.058,C2(+) yield,18.0,"{'La', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.cej.2017.08.093,C2(+) yield,18.0,"{'Mg', 'Ba', 'Cs', 'O'}",reaction operating temperature,
10.1039/C9CC00174C,C2(+) yield,18.0,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1016/j.apcata.2024.119587,C2(+) yield,18.0,"{'La', 'O', 'Ce'}",reaction operating temperature,
10.1039/C9CC00174C,C2(+) yield,18.0,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1016/j.ces.2018.09.022,C2(+) yield,18.0,"{'Al', 'La', 'Mg', 'Sr', 'O', 'Si'}",reaction operating temperature,800.0
10.1016/j.cattod.2009.01.009,C2(+) yield,18.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,950.0
10.1016/s0167-2991(98)80453-9,C2(+) yield,18.0,"{'Li', 'Zr', 'O', 'Ce', 'C', 'Eu', 'W'}",reaction operating temperature,
10.1016/j.fuel.2024.131910,C2(+) yield,18.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2016.12.018,C2(+) yield,18.0,{'Sr'},reaction operating temperature,800.0
10.1016/s0167-2991(98)80453-9,C2(+) yield,18.0,"{'Li', 'Zr', 'O', 'Ce', 'C', 'W'}",reaction operating temperature,
10.1016/S0926-860X(00)00877-2,C2(+) yield,18.0,"{'Y', 'O', 'Bi'}",reaction operating temperature,825.0
10.1016/s0167-2991(98)80453-9,C2(+) yield,18.0,"{'Li', 'Eu', 'Zr', 'O', 'C', 'W'}",reaction operating temperature,
10.1039/C9RA06927E,C2(+) yield,18.0,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1016/j.jcat.2011.05.005,C2(+) yield,18.0,"{'La', 'Sr', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.cattod.2022.05.035,C2(+) yield,18.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2017.10.023,C2(+) yield,18.0,"{'Al', 'La', 'Mg', 'Sr', 'O', 'Si'}",reaction operating temperature,800.0
10.1016/j.ces.2017.09.035,C2(+) yield,18.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jngse.2014.04.004,C2(+) yield,18.0,"{'La', 'O', 'Ce'}",reaction operating temperature,460.0
10.1016/j.apcata.2017.10.023,C2(+) yield,18.0,"{'La', 'Sr', 'O'}",reaction operating temperature,800.0
