Source,Property,Property Value,Material,Operating Condition 1,Operating Condition 1 Value
10.1016/j.fuproc.2010.11.009,CH4 conversion,33.8,{'P'},reaction operating temperature,
10.1016/j.fuproc.2015.01.003,CH4 conversion,33.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.crcon.2024.100261,CH4 conversion,33.6,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,640.0
10.1016/j.crcon.2024.100261,CH4 conversion,33.6,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,640.0
10.1016/j.crcon.2024.100261,CH4 conversion,33.6,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,640.0
10.1016/j.cattod.2020.03.048,CH4 conversion,33.5,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.jtice.2011.02.005,CH4 conversion,33.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.psep.2021.02.030,CH4 conversion,33.4,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(98)00051-9,CH4 conversion,33.1,"{'Gd', 'Ba', 'O'}",reaction operating temperature,800.0
10.1016/j.jechem.2015.06.007,CH4 conversion,33.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jechem.2015.06.007,CH4 conversion,33.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jechem.2015.06.007,CH4 conversion,33.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.jechem.2015.06.007,CH4 conversion,33.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/0926-860X(95)00116-6,CH4 conversion,33.08,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/0926-860X(95)00116-6,CH4 conversion,33.08,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/S0926-860X(01)00864-X,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuproc.2008.11.001,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.mtchem.2022.101124,CH4 conversion,33.0,"{'La', 'Sr', 'O'}",reaction operating temperature,800.0
10.1016/j.apcata.2012.05.002,CH4 conversion,33.0,"{'Sn', 'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/D3RE00055A,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.catcom.2007.11.022,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2011.06.022,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0920-5861(99)00004-8,CH4 conversion,33.0,"{'Ca', 'Th', 'La', 'Ba', 'O', 'C'}",reaction operating temperature,780.0
10.1016/j.cej.2011.02.013,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/S0926-860X(02)00432-5,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.molcata.2005.09.038,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jgsce.2023.205057,CH4 conversion,33.0,{'Ni'},reaction operating temperature,500.0
10.1016/j.apcata.2008.03.032,CH4 conversion,33.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.fuel.2022.126479,CH4 conversion,32.9,"{'La', 'Sr', 'O', 'Zr'}",reaction operating temperature,
10.1016/j.crcon.2024.100261,CH4 conversion,32.9,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,
10.1016/j.cattod.2023.114264,CH4 conversion,32.8,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1016/j.crcon.2024.100261,CH4 conversion,32.7,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,640.0
10.1016/j.ica.2015.05.029,CH4 conversion,32.7,"{'La', 'O'}",reaction operating temperature,750.0
10.1016/S0166-9834(00)83301-1,CH4 conversion,32.5,"{'Mg', 'O', 'Mn'}",reaction operating temperature,800.0
10.1016/S0926-860X(98)00094-5,CH4 conversion,32.4,"{'Gd', 'F', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/j.jiec.2017.10.027,CH4 conversion,32.3,"{'La', 'O'}",reaction operating temperature,550.0
10.1016/j.jechem.2023.12.025,CH4 conversion,32.2,"{'Ca', 'La', 'Sr', 'O', 'Ce'}",reaction operating temperature,650.0
10.1016/j.jechem.2023.12.025,CH4 conversion,32.2,"{'Ca', 'La', 'Sr', 'O', 'Ce'}",reaction operating temperature,650.0
10.1016/j.jechem.2023.12.025,CH4 conversion,32.2,"{'Ca', 'La', 'Sr', 'O', 'Ce'}",reaction operating temperature,650.0
10.1016/j.crcon.2024.100261,CH4 conversion,32.1,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,640.0
10.1016/S0926-860X(98)00051-9,CH4 conversion,32.0,"{'Gd', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/j.cej.2017.08.093,CH4 conversion,32.0,"{'Mg', 'Sr', 'Cs', 'O'}",reaction operating temperature,760.0
10.1016/j.catcom.2007.09.026,CH4 conversion,32.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(98)00051-9,CH4 conversion,32.0,"{'Gd', 'Ba', 'O'}",reaction operating temperature,750.0
10.1039/D0CY00141D,CH4 conversion,32.0,"{'La', 'O'}",reaction operating temperature,550.0
10.1016/j.cej.2011.02.013,CH4 conversion,32.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/S0926-860X(98)00051-9,CH4 conversion,32.0,"{'Gd', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/j.catcom.2019.05.009,CH4 conversion,32.0,"{'La', 'Li', 'Al', 'O'}",reaction operating temperature,775.0
10.1016/j.crcon.2024.100261,CH4 conversion,32.0,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,
10.1016/j.fuel.2013.01.026,CH4 conversion,32.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/S0926-860X(98)00094-5,CH4 conversion,31.9,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/j.catcom.2005.08.013,CH4 conversion,31.8,"{'La', 'Ba', 'O', 'C'}",reaction operating temperature,320.0
10.1016/j.catcom.2005.08.013,CH4 conversion,31.8,"{'La', 'Ba', 'O', 'C'}",reaction operating temperature,320.0
10.1016/j.psep.2021.02.030,CH4 conversion,31.6,"{'Mn', 'Cl', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.arabjc.2021.103577,CH4 conversion,31.4,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.catcom.2008.12.001,CH4 conversion,31.4,"{'Sr', 'O', 'Sm', 'C'}",reaction operating temperature,
10.1016/j.catcom.2008.12.001,CH4 conversion,31.4,"{'Sr', 'O', 'Sm', 'C'}",reaction operating temperature,
10.1016/S1872-2067(20)63756-1,CH4 conversion,31.3,"{'La', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,570.0
10.1016/S0166-9834(00)83301-1,CH4 conversion,31.2,"{'Mg', 'Li', 'O', 'Cd'}",reaction operating temperature,800.0
10.1016/j.fuproc.2022.107320,CH4 conversion,31.2,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,850.0
10.1016/j.fuproc.2022.107320,CH4 conversion,31.2,"{'Mn', 'O', 'Si', 'Ti', 'Na'}",reaction operating temperature,850.0
10.1016/j.fuproc.2022.107320,CH4 conversion,31.2,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(98)00094-5,CH4 conversion,31.1,"{'Gd', 'Br', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.cej.2023.141379,CH4 conversion,31.0,"{'La', 'Ca', 'Ce', 'O'}",reaction operating temperature,650.0
10.1016/j.cej.2023.141379,CH4 conversion,31.0,"{'La', 'Ca', 'Ce', 'O'}",reaction operating temperature,650.0
10.1016/j.ces.2007.08.013,CH4 conversion,31.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.cej.2023.141379,CH4 conversion,31.0,"{'Ca', 'La', 'O', 'Ce'}",reaction operating temperature,650.0
10.1039/C3NR03617K,CH4 conversion,31.0,"{'La', 'O'}",reaction operating temperature,700.0
10.1016/j.catcom.2019.05.009,CH4 conversion,31.0,"{'La', 'Al', 'O'}",reaction operating temperature,775.0
10.1016/S0920-5861(98)00240-5,CH4 conversion,31.0,"{'Li', 'S', 'Zr', 'O'}",reaction operating temperature,
10.1039/C4CY00822G,CH4 conversion,31.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.apcata.2010.03.058,CH4 conversion,31.0,"{'Th', 'O', 'Na'}",reaction operating temperature,730.0
10.1016/j.mcat.2021.111548,CH4 conversion,31.0,"{'La', 'Sr', 'Al', 'O'}",reaction operating temperature,
10.1016/S0166-9834(00)83301-1,CH4 conversion,30.9,"{'Mg', 'O', 'Zn'}",reaction operating temperature,800.0
10.1016/j.fuel.2023.129398,CH4 conversion,30.9,"{'Mg', 'La', 'O'}",reaction operating temperature,750.0
10.1016/j.fuel.2023.129398,CH4 conversion,30.9,"{'Mg', 'La', 'O'}",reaction operating temperature,750.0
10.1016/j.fuel.2023.129398,CH4 conversion,30.9,"{'Mg', 'La', 'O'}",reaction operating temperature,750.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.7,"{'Pr', 'Sr', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.cattod.2020.03.048,CH4 conversion,30.62,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.fuel.2022.126479,CH4 conversion,30.5,"{'La', 'Sr', 'O', 'Zr'}",reaction operating temperature,600.0
10.1016/0021-9517(88)90244-8,CH4 conversion,30.5,"{'Si', 'O'}",reaction operating temperature,
10.1016/j.fuel.2022.126479,CH4 conversion,30.5,"{'La', 'Sr', 'O', 'Zr'}",reaction operating temperature,600.0
10.1016/j.fuel.2022.126479,CH4 conversion,30.5,"{'La', 'Sr', 'O', 'Zr'}",reaction operating temperature,600.0
10.1016/S0926-860X(98)00094-5,CH4 conversion,30.4,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,750.0
10.1039/D3RE00055A,CH4 conversion,30.4,"{'K', 'Al', 'Co', 'Ni', 'O'}",reaction operating temperature,
10.1016/j.mcat.2021.111548,CH4 conversion,30.4,"{'La', 'Sr', 'Co', 'O'}",reaction operating temperature,
10.1016/j.crcon.2024.100261,CH4 conversion,30.3,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,
10.1016/j.cattod.2023.114264,CH4 conversion,30.1,"{'La', 'O', 'P'}",reaction operating temperature,
10.1016/j.cattod.2020.12.024,CH4 conversion,30.1,"{'Cl', 'O', 'Mn', 'Na'}",reaction operating temperature,800.0
10.1016/j.jcat.2015.05.007,CH4 conversion,30.0,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1016/j.memsci.2007.06.033,CH4 conversion,30.0,"{'La', 'Co', 'Sr', 'Fe', 'O'}",reaction operating temperature,825.0
10.1016/S0021-9517(03)00248-3,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'O', 'Ti', 'Cs'}",reaction operating temperature,800.0
10.1016/S0021-9517(03)00248-3,CH4 conversion,30.0,"{'K', 'Mn', 'O', 'W', 'Si'}",reaction operating temperature,
10.1016/j.jcat.2015.05.007,CH4 conversion,30.0,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1016/j.apcatb.2021.120948,CH4 conversion,30.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Co', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.fuel.2024.131910,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/s0167-2991(98)80464-3,CH4 conversion,30.0,{'Rh'},reaction operating temperature,
10.1016/j.jcat.2015.05.007,CH4 conversion,30.0,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1016/j.jcat.2015.05.007,CH4 conversion,30.0,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1016/j.cattod.2009.01.009,CH4 conversion,30.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,
10.1016/j.jcat.2019.06.042,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Tl', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.jcat.2015.05.007,CH4 conversion,30.0,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1016/j.molcata.2005.09.038,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'O', 'Ti', 'Cs'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Rb', 'Sr', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/s0167-2991(98)80462-x,CH4 conversion,30.0,"{'Ca', 'O', 'H', 'P'}",reaction operating temperature,725.0
10.1016/j.inoche.2020.107928,CH4 conversion,30.0,"{'Ca', 'O', 'C'}",reaction operating temperature,800.0
10.1039/C3NR03617K,CH4 conversion,30.0,"{'La', 'O'}",reaction operating temperature,650.0
10.1016/j.jiec.2017.10.027,CH4 conversion,30.0,"{'La', 'O', 'C'}",reaction operating temperature,420.0
10.1016/j.jcat.2015.05.007,CH4 conversion,30.0,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Li', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.cattod.2022.12.008,CH4 conversion,30.0,"{'Ca', 'La', 'Mn', 'Ti', 'K', 'Sc', 'V', 'Co', 'Y', 'Mg', 'Sr', 'Cu', 'Na', 'Rb', 'Cr', 'Zn', 'Cs', 'Ni', 'Ac', 'Fe', 'Ba', 'O'}",reaction operating temperature,775.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Fe', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Rb', 'Sr', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'O', 'Mn', 'Ti'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Ni', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.fuel.2021.120932,CH4 conversion,30.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.cep.2024.109857,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Co', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.fuel.2021.120932,CH4 conversion,30.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.ces.2018.08.053,CH4 conversion,30.0,"{'Mg', 'Li', 'O', 'Sn'}",reaction operating temperature,27.0
10.1016/j.ces.2018.09.022,CH4 conversion,30.0,"{'Mg', 'Li', 'O', 'Sn'}",reaction operating temperature,27.0
10.1016/j.fuel.2013.01.026,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2011.12.035,CH4 conversion,30.0,"{'La', 'Co', 'Sr', 'Fe', 'O', 'C'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'O', 'Mn', 'Ti'}",reaction operating temperature,
10.1016/S0926-860X(02)00641-5,CH4 conversion,30.0,"{'Er', 'La', 'Yb', 'Lu', 'Sc', 'Nd', 'Ho', 'Y', 'Mg', 'Pr', 'Pm', 'Sm', 'Dy', 'Tm', 'Tb', 'O', 'Ce', 'Gd', 'Eu'}",reaction operating temperature,
10.1016/j.apcata.2014.11.045,CH4 conversion,30.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Ni', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Fe', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Li', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/S0926-860X(01)00864-X,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Tl', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.physo.2024.100219,CH4 conversion,30.0,"{'La', 'Mn', 'Sr', 'O', 'Ce', 'W'}",reaction operating temperature,
10.1016/j.crcon.2024.100261,CH4 conversion,30.0,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,640.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'O', 'Mn', 'Ti'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Co', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.jcat.2015.05.007,CH4 conversion,30.0,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1016/j.fuel.2021.120947,CH4 conversion,30.0,"{'Ca', 'N', 'H', 'O', 'C'}",reaction operating temperature,800.0
10.1016/j.cej.2024.149368,CH4 conversion,30.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,825.0
10.1016/S0926-860X(00)00578-0,CH4 conversion,30.0,"{'Ca', 'Cl', 'O', 'P', 'Zn'}",reaction operating temperature,700.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Ni', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Rb', 'Sr', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Fe', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'O', 'Ti', 'Cs'}",reaction operating temperature,800.0
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Tl', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.jcat.2019.04.008,CH4 conversion,30.0,"{'Sr', 'Li', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.apcata.2012.05.002,CH4 conversion,30.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cej.2023.145372,CH4 conversion,30.0,"{'La', 'O'}",reaction operating temperature,475.0
10.1016/S0926-860X(00)00578-0,CH4 conversion,30.0,"{'Ca', 'Ni', 'Cl', 'O', 'P'}",reaction operating temperature,700.0
10.1016/j.fuel.2021.120932,CH4 conversion,30.0,"{'La', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1006/jcat.1998.1965,CH4 conversion,29.9,"{'Y', 'O'}",reaction operating temperature,750.0
10.1016/s0167-2991(04)80121-6,CH4 conversion,29.7,"{'Sn', 'Mn', 'O', 'W', 'Si'}",reaction operating temperature,750.0
10.1016/j.apcatb.2021.120553,CH4 conversion,29.7,"{'Mn', 'Ba', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,750.0
10.1016/j.jtice.2011.02.005,CH4 conversion,29.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcatb.2021.120553,CH4 conversion,29.7,"{'Mn', 'Ba', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,750.0
10.1016/j.apcatb.2021.120553,CH4 conversion,29.7,"{'Ba', 'O', 'Mn', 'Ti'}",reaction operating temperature,750.0
10.1016/j.apcatb.2021.120553,CH4 conversion,29.7,"{'Ba', 'O', 'Ti'}",reaction operating temperature,750.0
10.1016/j.jcat.2019.04.008,CH4 conversion,29.6,"{'Nd', 'Sr', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.catcom.2017.03.010,CH4 conversion,29.5,"{'Mn', 'O', 'Ce', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.mcat.2021.111982,CH4 conversion,29.5,"{'Ca', 'O'}",reaction operating temperature,775.0
10.1016/j.ica.2015.05.029,CH4 conversion,29.5,"{'La', 'O', 'C'}",reaction operating temperature,750.0
10.1016/S0926-860X(02)00641-5,CH4 conversion,29.5,"{'La', 'O', 'Ce'}",reaction operating temperature,
10.1016/j.cattod.2020.03.048,CH4 conversion,29.48,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.mcat.2019.03.021,CH4 conversion,29.14,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,700.0
10.1016/0926-860X(95)00116-6,CH4 conversion,29.03,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,780.0
10.1016/j.cej.2017.08.093,CH4 conversion,29.0,"{'La', 'Sr', 'Cs', 'O'}",reaction operating temperature,490.0
10.1016/j.apcata.2014.07.013,CH4 conversion,29.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,810.0
10.1016/j.jcat.2011.05.005,CH4 conversion,29.0,"{'Al', 'H', 'Sr', 'O', 'C'}",reaction operating temperature,810.0
10.1016/j.mtchem.2022.101124,CH4 conversion,29.0,"{'La', 'Sr', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.apcata.2008.03.032,CH4 conversion,29.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,820.0
10.1016/j.ces.2024.120119,CH4 conversion,29.0,"{'K', 'S', 'Ti', 'O'}",reaction operating temperature,
10.1016/j.apcata.2011.06.022,CH4 conversion,29.0,"{'W', 'Si', 'O', 'Mn'}",reaction operating temperature,
10.1016/j.apcata.2011.06.022,CH4 conversion,29.0,"{'W', 'Si', 'O', 'Mn'}",reaction operating temperature,914.0
10.1016/j.ces.2023.118520,CH4 conversion,29.0,"{'La', 'O', 'C'}",reaction operating temperature,600.0
10.1016/j.molcata.2005.09.038,CH4 conversion,29.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.cej.2011.02.013,CH4 conversion,29.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,820.0
10.1016/j.apcata.2008.03.032,CH4 conversion,29.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,820.0
10.1016/S0926-860X(01)00864-X,CH4 conversion,28.9,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.cattod.2023.114264,CH4 conversion,28.8,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1016/j.cattod.2023.114264,CH4 conversion,28.8,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1016/0926-860X(95)00116-6,CH4 conversion,28.73,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,780.0
10.1016/0926-860X(95)00116-6,CH4 conversion,28.73,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,780.0
10.1016/0926-860X(95)00116-6,CH4 conversion,28.73,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.jechem.2015.06.007,CH4 conversion,28.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.jechem.2015.06.007,CH4 conversion,28.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.jechem.2015.06.007,CH4 conversion,28.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cej.2022.141057,CH4 conversion,28.7,"{'Al', 'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.ces.2023.118520,CH4 conversion,28.6,"{'La', 'O'}",reaction operating temperature,510.0
10.1016/S1872-2067(18)63076-1,CH4 conversion,28.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.fuel.2023.129613,CH4 conversion,28.5,"{'Mn', 'O', 'P', 'Ti', 'Na'}",reaction operating temperature,760.0
10.1016/j.apcata.2012.05.002,CH4 conversion,28.5,"{'La', 'Sr', 'O'}",reaction operating temperature,800.0
10.1016/j.fuel.2023.129613,CH4 conversion,28.5,"{'Mn', 'O', 'P', 'Ti', 'Na'}",reaction operating temperature,760.0
10.1016/j.apcata.2014.07.013,CH4 conversion,28.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuel.2023.129613,CH4 conversion,28.5,"{'Mn', 'O', 'P', 'Ti', 'Na'}",reaction operating temperature,760.0
10.1016/j.fuel.2023.129613,CH4 conversion,28.5,"{'Mn', 'O', 'P', 'Ti', 'Na'}",reaction operating temperature,760.0
10.1039/D3RE00055A,CH4 conversion,28.4,"{'K', 'Al', 'Co', 'Ni', 'O'}",reaction operating temperature,
10.1016/j.catcom.2014.02.026,CH4 conversion,28.2,"{'Rh', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.fuel.2022.125193,CH4 conversion,28.2,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,740.0
10.1016/0021-9517(88)90244-8,CH4 conversion,28.1,"{'Al', 'O'}",reaction operating temperature,
10.1016/S0926-860X(98)00094-5,CH4 conversion,28.1,"{'Gd', 'O'}",reaction operating temperature,750.0
10.1016/j.cattod.2023.114264,CH4 conversion,28.0,"{'O', 'Ce', 'P'}",reaction operating temperature,
10.1039/D3CY00587A,CH4 conversion,28.0,"{'Rb', 'In', 'La', 'Ba', 'O'}",reaction operating temperature,700.0
10.1016/j.apcatb.2021.120948,CH4 conversion,28.0,"{'W', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2011.05.005,CH4 conversion,28.0,"{'Sr', 'Al', 'O'}",reaction operating temperature,810.0
10.1016/j.cattod.2023.114264,CH4 conversion,28.0,"{'La', 'O', 'P'}",reaction operating temperature,
10.1016/j.fuel.2023.129613,CH4 conversion,28.0,"{'Mn', 'O', 'C', 'W', 'Si', 'Na'}",reaction operating temperature,760.0
10.1039/C5CY01622C,CH4 conversion,28.0,"{'La', 'Mg', 'Sr', 'Ga', 'O'}",reaction operating temperature,
10.1016/j.ces.2023.118520,CH4 conversion,28.0,"{'La', 'O'}",reaction operating temperature,
10.1016/j.ceramint.2022.09.155,CH4 conversion,28.0,"{'W', 'O', 'Mn', 'Na'}",reaction operating temperature,820.0
10.1016/j.jngse.2014.04.004,CH4 conversion,28.0,"{'La', 'O', 'Ce'}",reaction operating temperature,450.0
